Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
LINC00641		14q11.2	AMP	6	816	0.7%	No
TEDC1		14q32.33	AMP	6	816	0.7%	No
GOLGA6L2		15q11.2	AMP	6	816	0.7%	No
OR4N4		15q11.2	AMP	6	816	0.7%	No
HERC2P3		15q11.1-q11.2	AMP	6	816	0.7%	No
GOLGA6L1		15q11.2	AMP	6	816	0.7%	No
GOLGA8IP		15q11.2	AMP	6	816	0.7%	No
PDXDC2P-NPIPB14P		16q22.1	HOMDEL	6	816	0.7%	No
PDXDC2P-NPIPB14P		16q22.1	AMP	6	816	0.7%	No
CLEC18C		16q22.1	HOMDEL	6	816	0.7%	No
CLEC18C		16q22.1	AMP	6	816	0.7%	No
CCDC57		17q25.3	HOMDEL	6	816	0.7%	No
VMO1		17p13.2	HOMDEL	6	816	0.7%	No
METRNL		17q25.3	HOMDEL	6	816	0.7%	No
BOD1L2		18q21.31	AMP	6	816	0.7%	No
MAMSTR		19q13.33	AMP	6	816	0.7%	No
IZUMO1		19q13.33	AMP	6	816	0.7%	No
SLC25A42		19p13.11	AMP	6	816	0.7%	No
FAM102B		1p13.3	AMP	6	816	0.7%	No
SLC25A34	0	1p36.21	HOMDEL	6	816	0.7%	No
SIRPB2		20p13	AMP	6	816	0.7%	No
SEC14L4		22q12.2	AMP	6	816	0.7%	No
LINC00486		2p22.3	AMP	6	816	0.7%	No
DNAJC5G		2p23.3	AMP	6	816	0.7%	No
RABL3		3q13.33	AMP	6	816	0.7%	No
LINC00692		3p24.2	AMP	6	816	0.7%	No
CRIPAK		4p16.3	HOMDEL	6	816	0.7%	No
RNF175		4q31.3	AMP	6	816	0.7%	No
EFCAB9		5q35.1	AMP	6	816	0.7%	No
LINC00491		5q21.1	HOMDEL	6	816	0.7%	No
SPDYE1		7p13	AMP	6	816	0.7%	No
SNHG15		7p13	AMP	6	816	0.7%	No
ZNF775		7q36.1	AMP	6	816	0.7%	No
ATG9B		7q36.1	AMP	6	816	0.7%	No
LSMEM1		7q31.1	AMP	6	816	0.7%	No
PAXX		9q34.3	AMP	6	816	0.7%	No
TPRN		9q34.3	AMP	6	816	0.7%	No
TUSC1		9p21.2	HOMDEL	6	816	0.7%	No
SNORD8		14q11.2	AMP	6	816	0.7%	No
MED15P1		14q11.2	AMP	6	816	0.7%	No
LINC00226		14q32.33	AMP	6	816	0.7%	No
LINC00221		14q32.33	AMP	6	816	0.7%	No
SNORD109A		15q11.2	AMP	6	816	0.7%	No
SNORD109B		15q11.2	AMP	6	816	0.7%	No
OR5F1		11q12.1	AMP	6	816	0.7%	No
WHAMMP3		15q11.2	AMP	6	816	0.7%	No
LINC00667		18p11.31	HOMDEL	6	816	0.7%	No
C1ORF174		1p36.32	AMP	6	816	0.7%	No
ZBTB8OS		1p35.1	AMP	6	816	0.7%	No
SLC35E4		22q12.2	AMP	6	816	0.7%	No
C2ORF70		2p23.3	AMP	6	816	0.7%	No
PRR30		2p23.3	AMP	6	816	0.7%	No
GADL1		3p24.1-p23	AMP	6	816	0.7%	No
LRRC66		4q12	AMP	6	816	0.7%	No
DPPA5		6q13	AMP	6	816	0.7%	No
ZNF680		7q11.21	AMP	6	816	0.7%	No
UNCX		7p22.3	AMP	6	816	0.7%	No
COL28A1		7p21.3	AMP	6	816	0.7%	No
FAM183BP		7p14.1	AMP	6	816	0.7%	No
HMX3		10q26.13	AMP	6	816	0.7%	No
OTOG		11p15.1	AMP	6	816	0.7%	No
GLDN		15q21.2	HOMDEL	6	816	0.7%	No
ATXN1L		16q22.2	AMP	6	816	0.7%	No
PKD1L3		16q22.2	AMP	6	816	0.7%	No
RSPO4		20p13	AMP	6	816	0.7%	No
TGM6		20p13	AMP	6	816	0.7%	No
MSGN1		2p24.2	AMP	6	816	0.7%	No
FAM174A		5q21.1	HOMDEL	6	816	0.7%	No
LRRTM3		10q21.3	AMP	6	816	0.7%	No
LINC01193		15q11.2	AMP	6	816	0.7%	No
CLEC18A		16q22.1	HOMDEL	6	816	0.7%	No
CLEC18A		16q22.1	AMP	6	816	0.7%	No
FAM131C	0	1p36.13	HOMDEL	6	816	0.7%	No
GEN1		2p24.2	AMP	6	816	0.7%	No
RILPL1		12q24.31	AMP	6	816	0.7%	No
TBC1D26		17p12	HOMDEL	6	816	0.7%	No
SPATA12		3p14.3	HOMDEL	6	816	0.7%	No
GPR141		7p14.1	AMP	6	816	0.7%	No
USP50		15q21.2	AMP	6	816	0.7%	No
GALNT18		11p15.4	AMP	6	816	0.7%	No
ANKRD30B		18p11.21	AMP	6	816	0.7%	No
YJEFN3		19p13.11	AMP	6	816	0.7%	No
PFN4		2p23.3	AMP	6	816	0.7%	No
FAM228B		2p23.3	AMP	6	816	0.7%	No
ANKRD36		2q11.2	AMP	6	816	0.7%	No
CYSRT1		9q34.3	AMP	6	816	0.7%	No
MRGPRG		11p15.4	HOMDEL	6	816	0.7%	No
LINC00222		6q21	HOMDEL	6	816	0.7%	No
TPTEP1		22q11.1	HOMDEL	6	816	0.7%	No
WASHC2A		10q11.23	HOMDEL	6	816	0.7%	No
KMT5A		12q24.31	AMP	6	816	0.7%	Yes
C1QTNF9B		13q12.12	HOMDEL	6	816	0.7%	No
TOMM20L		14q23.1	AMP	6	816	0.7%	No
GLTPD2		17p13.2	HOMDEL	6	816	0.7%	No
INCA1		17p13.2	HOMDEL	6	816	0.7%	No
SCIMP		17p13.2	HOMDEL	6	816	0.7%	No
SPDYE4		17p13.1	HOMDEL	6	816	0.7%	No
TMEM220		17p13.1	HOMDEL	6	816	0.7%	No
TMEM82	0	1p36.21	HOMDEL	6	816	0.7%	No
MFSD2B		2p23.3	AMP	6	816	0.7%	No
FEZF1		7q31.32	AMP	6	816	0.7%	No
CFAP77		9q34.13	AMP	6	816	0.7%	No
LRRC26		9q34.3	AMP	6	816	0.7%	No
USP27X		Xp11.23	AMP	6	816	0.7%	No
OR52K1		11p15.4	HOMDEL	6	816	0.7%	No
OR5D13		11q11	AMP	6	816	0.7%	No
OR5D16		11q12.1	AMP	6	816	0.7%	No
OR5W2		11q12.1	AMP	6	816	0.7%	No
OR8H2		11q12.1	AMP	6	816	0.7%	No
OR8H3		11q12.1	AMP	6	816	0.7%	No
OR4D9		11q12.1	AMP	6	816	0.7%	No
OR4N2		14q11.2	AMP	6	816	0.7%	No
OR4K2		14q11.2	AMP	6	816	0.7%	No
OR4Q2		14q11.2	AMP	6	816	0.7%	No
OR4K13		14q11.2	AMP	6	816	0.7%	No
GOLGA8EP		15q11.2	AMP	6	816	0.7%	No
OR4M2		15q11.2	AMP	6	816	0.7%	No
DYTN		2q33.3	HOMDEL	6	816	0.7%	No
TRIM61		4q32.3	HOMDEL	6	816	0.7%	No
ELFN1		7p22.3	AMP	6	816	0.7%	No
GRID2IP		7p22.1	AMP	6	816	0.7%	No
SLC25A35		17p13.1	HOMDEL	6	816	0.7%	No
BMS1P1		10q11.22	HOMDEL	6	816	0.7%	No
ANKRD20A19P		13q12.12	HOMDEL	6	816	0.7%	No
HERC2P2		15q11.2	AMP	6	816	0.7%	No
FENDRR		16q24.1	AMP	6	816	0.7%	No
MED11		17p13.2	HOMDEL	6	816	0.7%	No
KRT16P2		17p11.2	HOMDEL	6	816	0.7%	No
KRT16P2		17p11.2	AMP	6	816	0.7%	No
C20ORF202		20p13	AMP	6	816	0.7%	No
LINC00898	4.524e-2	22q13.31	HOMDEL	6	816	0.7%	No
LINC00898		22q13.31	AMP	6	816	0.7%	No
LINC00960		3p12.3	HOMDEL	6	816	0.7%	No
C5ORF63		5q23.2	AMP	6	816	0.7%	No
LCNL1		9q34.3	AMP	6	816	0.7%	No
C9ORF139		9q34.3	AMP	6	816	0.7%	No
FAM166A		9q34.3	AMP	6	816	0.7%	No
SRRD		22q12.1	AMP	6	816	0.7%	No
VWC2L		2q34-q35	AMP	6	816	0.7%	No
PLPP6		9p24.1	HOMDEL	6	816	0.7%	No
POTEG		14q11.2	AMP	6	816	0.7%	No
AGAP6		10q11.23	AMP	6	816	0.7%	No
GLUD1P2		10q11.22	HOMDEL	6	816	0.7%	No
GLUD1P2		10q11.22	AMP	6	816	0.7%	No
SHLD2P1		10q11.22	HOMDEL	6	816	0.7%	No
BMS1P18		14q11.2	AMP	6	816	0.7%	No
HCG18		6p22.1	AMP	6	816	0.7%	No
HCG17		6p22.1	AMP	6	816	0.7%	No
VCX3B		Xp22.31	HOMDEL	6	816	0.7%	No
IFIT1B		10q23.31	HOMDEL	6	816	0.7%	No
TMEM41B		11p15.4	AMP	6	816	0.7%	No
TRIM51HP		11q11	AMP	6	816	0.7%	No
OR11H12		14q11.2	AMP	6	816	0.7%	No
MIAT		22q12.1	AMP	6	816	0.7%	No
CAPN14		2p23.1	AMP	6	816	0.7%	No
LINC00971		3p12.1	AMP	6	816	0.7%	No
GUSBP5		4q31.21	AMP	6	816	0.7%	No
OOEP		6q13	AMP	6	816	0.7%	No
OR4F21		8p23.3	AMP	6	816	0.7%	No
STPG3		9q34.3	AMP	6	816	0.7%	No
NRARP		9q34.3	AMP	6	816	0.7%	No
RTL8B		Xq26.3	AMP	6	816	0.7%	No
OR9K2		12q13.2	AMP	6	816	0.7%	No
OR4Q3		14q11.2	AMP	6	816	0.7%	No
OR4M1		14q11.2	AMP	6	816	0.7%	No
WBP11P1		18q12.1	AMP	6	816	0.7%	No
GALNTL6		4q34.1	AMP	6	816	0.7%	No
SPIN2B		Xp11.21	AMP	6	816	0.7%	No
GIMAP6		7q36.1	AMP	6	816	0.7%	No
RNF165		18q21.1	AMP	6	816	0.7%	No
C18ORF32		18q21.1	HOMDEL	6	816	0.7%	No
LINC00929		15q12	AMP	6	816	0.7%	No
ARGFX		3q13.33	AMP	6	816	0.7%	No
TPRX2P		19q13.33	AMP	6	816	0.7%	No
CCDC157		22q12.2	AMP	6	816	0.7%	No
POTEM		14q11.2	AMP	6	816	0.7%	No
AGAP9		10q11.22	HOMDEL	6	816	0.7%	No
BMS1P2		10q11.22	HOMDEL	6	816	0.7%	No
INSYN2A		10q26.2	HOMDEL	6	816	0.7%	No
FAM163B		9q34.2	AMP	6	816	0.7%	No
FAM25A		10q23.2	HOMDEL	6	816	0.7%	No
TUBBP5	9.872e-2	9q34.3	HOMDEL	6	816	0.7%	No
CCT6P1		7q11.21	AMP	6	816	0.7%	No
FAM25E		10q11.22	HOMDEL	6	816	0.7%	No
RNF224		9q34.3	AMP	6	816	0.7%	No
LINC00842		10q11.22	HOMDEL	6	816	0.7%	No
CASC16		16q12.1-q12.2	HOMDEL	6	816	0.7%	No
TMPPE		3p22.3	AMP	6	816	0.7%	No
RNF222		17p13.1	HOMDEL	6	816	0.7%	No
FAM25C		10q11.22	HOMDEL	6	816	0.7%	No
FAM25C		10q11.22	AMP	6	816	0.7%	No
RPL23AP53		8p23.3	AMP	6	816	0.7%	No
SMIM10		Xq26.3	AMP	6	816	0.7%	No
SMIM10L2B		Xq26.3	AMP	6	816	0.7%	No
GAGE2B		Xp11.23	AMP	6	816	0.7%	No
GAGE13		Xp11.23	AMP	6	816	0.7%	No
GAGE12G		Xp11.23	AMP	6	816	0.7%	No
LINC00461		5q14.3	HOMDEL	6	816	0.7%	No
TMEM200C		18p11.31	AMP	6	816	0.7%	No
RPL6P27		18p11.31	AMP	6	816	0.7%	No
CHEK2P2		15q11.1	AMP	6	816	0.7%	No
LINC00607		2q35	HOMDEL	6	816	0.7%	No
TRIM64C		11p11.12	AMP	6	816	0.7%	No
RD3L		14q32.33	AMP	6	816	0.7%	No
PPP1R3G		6p25.1	HOMDEL	6	816	0.7%	No
CASTOR1		22q12.2	AMP	6	816	0.7%	No
GOLGA8S		15q11.2	AMP	6	816	0.7%	No
FAM228A		2p23.3	AMP	6	816	0.7%	No
ANXA8		10q11.22	HOMDEL	6	816	0.7%	No
NBPF6		1p13.3	AMP	6	816	0.7%	No
AGAP10P		10q11.22	HOMDEL	6	816	0.7%	No
ASAH2B		10q11.23	HOMDEL	6	816	0.7%	No
SEC1P		19q13.33	AMP	6	816	0.7%	No
ACTR3C		7q36.1	AMP	6	816	0.7%	No
SCARNA22		4p16.3	HOMDEL	6	816	0.7%	No
SNORA7B		3q21.3	AMP	6	816	0.7%	No
SNORA49	1.172e-7	12q24.33	HOMDEL	6	816	0.7%	No
SNORA59B		17p11.2	HOMDEL	6	816	0.7%	No
SNORD9		14q11.2	AMP	6	816	0.7%	No
FAM86DP		3p12.3	HOMDEL	6	816	0.7%	No
SNORD71		16q22.2	AMP	6	816	0.7%	No
SCARNA14		15q22.31	AMP	6	816	0.7%	No
SNORD86		20p13	AMP	6	816	0.7%	No
SNORD91A		17p13.3	HOMDEL	6	816	0.7%	No
SNORD91B		17p13.3	HOMDEL	6	816	0.7%	No
SNORD110		20p13	AMP	6	816	0.7%	No
ANP32AP1		15q14	AMP	6	816	0.7%	No
SNORD118	3.435e-15	17p13.1	HOMDEL	6	816	0.7%	No
C1ORF195	0	1p36.21	HOMDEL	6	816	0.7%	No
ROCK1P1		18p11.32	AMP	6	816	0.7%	No
RNF208		9q34.3	AMP	6	816	0.7%	No
GOLGA6L6		15q11.2	AMP	6	816	0.7%	No
SLC25A24P1		1p13.3	AMP	6	816	0.7%	No
ANXA8L1		10q11.22	HOMDEL	6	816	0.7%	No
LINC01548		21q22.11	AMP	6	816	0.7%	No
DNLZ		9q34.3	AMP	6	816	0.7%	No
ELOA3B		18q21.1	AMP	6	816	0.7%	No
GAGE12J		Xp11.23	AMP	6	816	0.7%	No
GAGE2D		Xp11.23	AMP	6	816	0.7%	No
LMO7DN		13q22.2	AMP	6	816	0.7%	No
GAGE12C		Xp11.23	AMP	6	816	0.7%	No
GAGE12B		Xp11.23	AMP	6	816	0.7%	No
GAGE12E		Xp11.23	AMP	6	816	0.7%	No
GAGE12H		Xp11.23	AMP	6	816	0.7%	No
GAGE2A		Xp11.23	AMP	6	816	0.7%	No
RAD51AP2		2p24.2	AMP	6	816	0.7%	No
DIRC3		2q35	HOMDEL	6	816	0.7%	No
FAM160A1		4q31.3	AMP	6	816	0.7%	No
BORCS8		19p13.11	AMP	6	816	0.7%	No
TMEM229A		7q31.32	AMP	6	816	0.7%	No
ACOD1		13q22.3	AMP	6	816	0.7%	No
LINC00917		16q24.1	AMP	6	816	0.7%	No
GAGE12F		Xp11.23	AMP	6	816	0.7%	No
SNHG8		4q26	AMP	6	816	0.7%	No
SNORD119		20p13	AMP	6	816	0.7%	No
SNORD111B		16q22.1	HOMDEL	6	816	0.7%	No
SNORD111B		16q22.1	AMP	6	816	0.7%	No
LINC00583		9p23	HOMDEL	6	816	0.7%	No
SNORD58C		18q21.1	HOMDEL	6	816	0.7%	No
OST4		2p23.3	AMP	6	816	0.7%	No
KHDC1L		6q13	AMP	6	816	0.7%	No
C9ORF92		9p22.3	HOMDEL	6	816	0.7%	No
C17ORF107		17p13.2	HOMDEL	6	816	0.7%	No
CECR7		22q11.1	HOMDEL	6	816	0.7%	No
EFCAB10		7q22.3	AMP	6	816	0.7%	No
ZNF717		3p12.3	HOMDEL	6	816	0.7%	No
GAGE12D		Xp11.23	AMP	6	816	0.7%	No
FAM157B	9.872e-2	9q34.3	HOMDEL	6	816	0.7%	No
FAM25BP		10q11.22	HOMDEL	6	816	0.7%	No
GOLGA8DP		15q11.2	AMP	6	816	0.7%	No
FAM25G		10q11.22	HOMDEL	6	816	0.7%	No
RSU1P2		10q11.21	AMP	6	816	0.7%	No
JMJD7		15q15.1	HOMDEL	6	816	0.7%	No
PLA2G4B		15q15.1	HOMDEL	6	816	0.7%	No
RNY4P19		2q36.3	HOMDEL	6	816	0.7%	No
LINC00426		13q12.3	HOMDEL	6	816	0.7%	No
MEF2B		19p13.11	AMP	6	816	0.7%	Yes
POTEB2		15q11.2	AMP	6	816	0.7%	No
TSRM		7q31.1	AMP	6	816	0.7%	No
TIMM23		10q11.22	AMP	6	816	0.7%	No
TMEM239		20p13	AMP	6	816	0.7%	No
FRG2C		3p12.3	HOMDEL	6	816	0.7%	No
CEP164P1		10q11.21	AMP	6	816	0.7%	No
TMEM238L		17p13.1-p12	HOMDEL	6	816	0.7%	No
SNORA70D		16q22.2	AMP	6	816	0.7%	No
RNY4P17		4q32.3	AMP	6	816	0.7%	No
LINC00919		16q12.1	AMP	6	816	0.7%	No
TMEM210		9q34.3	AMP	6	816	0.7%	No
LUCAT1		5q14.3	HOMDEL	6	816	0.7%	No
HMGA1P4		9q34.11	AMP	6	816	0.7%	No
THEGL		4q12	AMP	6	816	0.7%	No
LINC00901		3q13.31	AMP	6	816	0.7%	No
ELOA3D		18q21.1	AMP	6	816	0.7%	No
MAGOH2P		17p13.1	HOMDEL	6	816	0.7%	No
NBPF5P		1p13.3	AMP	6	816	0.7%	No
GIMD1		4q24	AMP	6	816	0.7%	No
LINC00492		5q21.1	HOMDEL	6	816	0.7%	No
LINC00561		13q22.2	AMP	6	816	0.7%	No
LINC00556		13q12.11	HOMDEL	6	816	0.7%	No
RNY4P31		13q21.2	AMP	6	816	0.7%	No
RNA5SP88		2p23.3	AMP	6	816	0.7%	No
RNA5SP90		2p23.1	AMP	6	816	0.7%	No
RNA5SP91		2p22.3	AMP	6	816	0.7%	No
RNA5SP92		2p22.3	AMP	6	816	0.7%	No
RNA5SP93		2p16.1	AMP	6	816	0.7%	No
RNA5SP31		13q21.2	AMP	6	816	0.7%	No
RNA5SP32			AMP	6	816	0.7%	No
RNA5SP33		13q31.1	HOMDEL	6	816	0.7%	No
RNA5SP127		3p23	AMP	6	816	0.7%	No
RNA5SP128		3p22.3	AMP	6	816	0.7%	No
RNA5SP131	1.602e-31	3p21.31	HOMDEL	6	816	0.7%	No
RNA5SP162		4q12	AMP	6	816	0.7%	No
RNA5SP167		4q31.23	AMP	6	816	0.7%	No
RNA5SP168		4q31.3	AMP	6	816	0.7%	No
RNA5SP169		4q31.3	AMP	6	816	0.7%	No
RNA5SP170		4q32.3	HOMDEL	6	816	0.7%	No
RNA5SP170		4q32.3	AMP	6	816	0.7%	No
RNA5SP171		4q32.3	AMP	6	816	0.7%	No
RNA5SP202	2.974e-7	6p25.1	HOMDEL	6	816	0.7%	No
RNA5SP231		7q11.22	AMP	6	816	0.7%	No
RNA5SP249		7q35	AMP	6	816	0.7%	No
RNA5SP250		7q36.1	AMP	6	816	0.7%	No
RNA5SP280		9p21.2	AMP	6	816	0.7%	No
RNA5SP500		Xp21.3	AMP	6	816	0.7%	No
RNA5SP331		11p15.2	AMP	6	816	0.7%	No
RNA5SP332		11p15.2	AMP	6	816	0.7%	No
RNA5SP345		11q21	AMP	6	816	0.7%	No
RNA5SP346		11q21	HOMDEL	6	816	0.7%	No
RNA5SP347		11q22.1	HOMDEL	6	816	0.7%	No
RNA5SP360		12q12	AMP	6	816	0.7%	No
RNA5SP375		12q24.31	AMP	6	816	0.7%	No
RNA5SP378	1.172e-7	12q24.33	HOMDEL	6	816	0.7%	No
RNA5SP390		15q12	AMP	6	816	0.7%	No
RNA5SP393		15q15.1	HOMDEL	6	816	0.7%	No
RNA5SP395		15q21.2	AMP	6	816	0.7%	No
RNA5SP399		15q23	AMP	6	816	0.7%	No
RNA5SP432		16q23.3	AMP	6	816	0.7%	No
RNA5SP436		17p12	HOMDEL	6	816	0.7%	No
RNA5SP453		18q12.1	AMP	6	816	0.7%	No
RNA5SP495		22q12.1	AMP	6	816	0.7%	No
RNY1P8		13q22.1	AMP	6	816	0.7%	No
RNY3P4		13q12.12	HOMDEL	6	816	0.7%	No
RNY3P5		13q21.2	AMP	6	816	0.7%	No
RNY3P10		13q21.33	AMP	6	816	0.7%	No
LINC00331		13q31.1	AMP	6	816	0.7%	No
LINC00362		13q12.12	HOMDEL	6	816	0.7%	No
LINC00446		13q22.3	AMP	6	816	0.7%	No
LINC00424		13q12.11	AMP	6	816	0.7%	No
POTEB		15q11.2	AMP	6	816	0.7%	No
MED15P6		14q11.2	AMP	6	816	0.7%	No
ANTXRLP1		10q11.22	HOMDEL	6	816	0.7%	No
LINC00378		13q21.2	AMP	6	816	0.7%	No
LINC02692		9q34.3	AMP	6	816	0.7%	No
LINC00945		21q22.11	AMP	6	816	0.7%	No
GAGE10		Xp11.23	AMP	6	816	0.7%	No
LINC00843		10q11.23	AMP	6	816	0.7%	No
SMCR2		17p11.2	HOMDEL	6	816	0.7%	No
A1BG		19q13.43	HOMDEL	5	816	0.6%	No
ABL1		9q34.12	AMP	5	816	0.6%	Yes
ABO		9q34.2	AMP	5	816	0.6%	No
ACAA1		3p22.2	AMP	5	816	0.6%	No
ACACA		17q12	HOMDEL	5	816	0.6%	No
ACADL		2q34	HOMDEL	5	816	0.6%	No
ACAT2		6q25.3	AMP	5	816	0.6%	No
ACO1		9p21.1	AMP	5	816	0.6%	No
ACR		22q13.33	AMP	5	816	0.6%	No
ACVR2B		3p22.2	AMP	5	816	0.6%	No
ADAM10		15q21.3	AMP	5	816	0.6%	No
ADCY3		2p23.3	AMP	5	816	0.6%	No
PARP4		13q12.12	HOMDEL	5	816	0.6%	No
ADRA2B		2q11.2	AMP	5	816	0.6%	No
ADRA2C		4p16.3	HOMDEL	5	816	0.6%	No
AP2B1		17q12	HOMDEL	5	816	0.6%	No
TLE5		19p13.3	HOMDEL	5	816	0.6%	No
TLE5		19p13.3	AMP	5	816	0.6%	No
AFG3L1P		16q24.3	AMP	5	816	0.6%	No
AGRP		16q22.1	HOMDEL	5	816	0.6%	No
ALDH1A1		9q21.13	HOMDEL	5	816	0.6%	No
ABCD2		12q12	AMP	5	816	0.6%	No
ALK		2p23.2-p23.1	AMP	5	816	0.6%	Yes
ALOX5AP		13q12.3	HOMDEL	5	816	0.6%	No
ALPI		2q37.1	HOMDEL	5	816	0.6%	No
ALPP		2q37.1	HOMDEL	5	816	0.6%	No
ALPG		2q37.1	HOMDEL	5	816	0.6%	No
AMELX		Xp22.2	AMP	5	816	0.6%	No
AMFR		16q13	AMP	5	816	0.6%	No
AMPD1		1p13.2	AMP	5	816	0.6%	No
ANK2		4q25-q26	AMP	5	816	0.6%	No
ANXA1		9q21.13	HOMDEL	5	816	0.6%	No
APAF1		12q23.1	AMP	5	816	0.6%	No
APBA2		15q13.1	AMP	5	816	0.6%	No
APC		5q22.2	HOMDEL	5	816	0.6%	Yes
APLP2		11q24.3	AMP	5	816	0.6%	No
APRT		16q24.3	AMP	5	816	0.6%	No
ARF4		3p14.3	HOMDEL	5	816	0.6%	No
RHOG		11p15.4	HOMDEL	5	816	0.6%	No
ARSA		22q13.33	AMP	5	816	0.6%	No
STS		Xp22.31	HOMDEL	5	816	0.6%	No
STS		Xp22.31	AMP	5	816	0.6%	No
ASAH1		8p22	AMP	5	816	0.6%	No
ZFHX3		16q22.2-q22.3	AMP	5	816	0.6%	Yes
ATOH1		4q22.2	AMP	5	816	0.6%	No
ATP1A1		1p13.1	AMP	5	816	0.6%	Yes
ATP6V1E1		22q11.21	AMP	5	816	0.6%	No
AUH		9q22.31	AMP	5	816	0.6%	No
B2M		15q21.1	HOMDEL	5	816	0.6%	Yes
BAD		11q13.1	AMP	5	816	0.6%	No
BARD1		2q35	HOMDEL	5	816	0.6%	Yes
BARD1		2q35	AMP	5	816	0.6%	Yes
BBS2		16q13	AMP	5	816	0.6%	No
BCS1L		2q35	HOMDEL	5	816	0.6%	No
BMP4		14q22.2	AMP	5	816	0.6%	No
BMPR1B		4q22.3	AMP	5	816	0.6%	No
BMPR2		2q33.1-q33.2	HOMDEL	5	816	0.6%	No
BNIP2		15q22.2	AMP	5	816	0.6%	No
BNIP3		10q26.3	AMP	5	816	0.6%	No
KLF9		9q21.12	HOMDEL	5	816	0.6%	No
C5AR1		19q13.32	AMP	5	816	0.6%	No
GAS8-AS1		16q24.3	AMP	5	816	0.6%	No
CA7		16q22.1	HOMDEL	5	816	0.6%	No
CACNA1D		3p21.1	HOMDEL	5	816	0.6%	Yes
CALCR		7q21.3	AMP	5	816	0.6%	No
CAMK4		5q22.1	HOMDEL	5	816	0.6%	No
CAMK2D		4q26	AMP	5	816	0.6%	No
CAPZA2		7q31.2	AMP	5	816	0.6%	No
CAST		5q15	HOMDEL	5	816	0.6%	No
CAPZB	0	1p36.13	HOMDEL	5	816	0.6%	No
CASP8		2q33.1	AMP	5	816	0.6%	Yes
CASP9	0	1p36.21	HOMDEL	5	816	0.6%	No
CASP9		1p36.21	AMP	5	816	0.6%	No
CASP10		2q33.1	AMP	5	816	0.6%	No
CAV1		7q31.2	AMP	5	816	0.6%	No
CAV2		7q31.2	AMP	5	816	0.6%	No
CBFA2T3		16q24.3	AMP	5	816	0.6%	Yes
CBFB		16q22.1	HOMDEL	5	816	0.6%	Yes
CCKBR		11p15.4	HOMDEL	5	816	0.6%	No
CD7		17q25.3	HOMDEL	5	816	0.6%	No
MS4A1		11q12.2	AMP	5	816	0.6%	No
CD28		2q33.2	AMP	5	816	0.6%	Yes
TNFRSF8		1p36.22	AMP	5	816	0.6%	No
LRBA		4q31.3	HOMDEL	5	816	0.6%	No
CDH5		16q21	HOMDEL	5	816	0.6%	No
CDH11		16q21	HOMDEL	5	816	0.6%	Yes
CDH15		16q24.3	AMP	5	816	0.6%	No
CDH16		16q22.1	HOMDEL	5	816	0.6%	No
CDK5		7q36.1	AMP	5	816	0.6%	No
CDKN3		14q22.2	AMP	5	816	0.6%	No
CDO1		5q22.3	HOMDEL	5	816	0.6%	No
CENPE		4q24	AMP	5	816	0.6%	No
CES1		16q12.2	HOMDEL	5	816	0.6%	No
CETP		16q13	HOMDEL	5	816	0.6%	No
CFTR		7q31.2	AMP	5	816	0.6%	No
CHAT		10q11.23	HOMDEL	5	816	0.6%	No
CHD1		5q15-q21.1	HOMDEL	5	816	0.6%	No
CHKB		22q13.33	AMP	5	816	0.6%	No
CHRND		2q37.1	HOMDEL	5	816	0.6%	No
CHRNG		2q37.1	HOMDEL	5	816	0.6%	No
CISH	1.602e-31	3p21.2	HOMDEL	5	816	0.6%	No
AP3S1		5q22.3-q23.1	HOMDEL	5	816	0.6%	No
CLCN4		Xp22.2	HOMDEL	5	816	0.6%	No
CLCN4		Xp22.2	AMP	5	816	0.6%	No
CLCN6		1p36.22	HOMDEL	5	816	0.6%	No
CLK1		2q33.1	AMP	5	816	0.6%	No
CMA1		14q12	AMP	5	816	0.6%	No
CCR4		3p22.3	AMP	5	816	0.6%	No
CCR7		17q21.2	HOMDEL	5	816	0.6%	No
CNGA4		11p15.4	HOMDEL	5	816	0.6%	No
CORT		1p36.22	AMP	5	816	0.6%	No
COX6A1		12q24.31|12q24.2	AMP	5	816	0.6%	No
COX7A2		6q14.1	AMP	5	816	0.6%	No
CPS1		2q34	HOMDEL	5	816	0.6%	Yes
CPT1B		22q13.33	AMP	5	816	0.6%	No
CRAT		9q34.11	AMP	5	816	0.6%	No
CREBL2	5.596e-4	12p13.1	HOMDEL	5	816	0.6%	No
CRYGB		2q33.3	HOMDEL	5	816	0.6%	No
CSF1		1p13.3	AMP	5	816	0.6%	Yes
CSNK2A2		16q21	HOMDEL	5	816	0.6%	No
CTBP2		10q26.13	HOMDEL	5	816	0.6%	No
CTLA4		2q33.2	AMP	5	816	0.6%	Yes
CTNS		17p13.2	HOMDEL	5	816	0.6%	No
CTRL		16q22.1	HOMDEL	5	816	0.6%	No
CTSG		14q12	AMP	5	816	0.6%	No
CYBA		16q24.2	AMP	5	816	0.6%	No
CYP2E1		10q26.3	AMP	5	816	0.6%	No
CYP27A1		2q35	HOMDEL	5	816	0.6%	No
BRINP1		9q33.1	AMP	5	816	0.6%	No
DCTD		4q35.1	AMP	5	816	0.6%	No
DDX3X		Xp11.4	HOMDEL	5	816	0.6%	Yes
DFFA		1p36.22	AMP	5	816	0.6%	No
