Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ST8SIA3		18q21.31	AMP	14	2173	0.6%	No
IER3IP1		18q21.1	AMP	14	2173	0.6%	No
ANGPTL4		19p13.2	AMP	14	2173	0.6%	No
TLR7		Xp22.2	AMP	14	2173	0.6%	No
PCDH12		5q31.3	AMP	14	2173	0.6%	No
TLR8		Xp22.2	AMP	14	2173	0.6%	No
ZBTB7A		19p13.3	AMP	14	2173	0.6%	Yes
UBE2J1		6q15	AMP	14	2173	0.6%	No
GTSE1		22q13.31	AMP	14	2173	0.6%	Yes
LARS		5q32	AMP	14	2173	0.6%	No
GSKIP		14q32.2	AMP	14	2173	0.6%	No
SIRT6		19p13.3	AMP	14	2173	0.6%	No
PIAS4		19p13.3	AMP	14	2173	0.6%	No
CHODL-AS1		21q21.1	HOMDEL	14	2173	0.6%	No
C21ORF91		21q21.1	HOMDEL	14	2173	0.6%	No
RBM27		5q32	AMP	14	2173	0.6%	No
SPIN2A		Xp11.21	AMP	14	2173	0.6%	No
DHX29		5q11.2	AMP	14	2173	0.6%	No
ARL15		5q11.2	AMP	14	2173	0.6%	No
WDR74		11q12.3	AMP	14	2173	0.6%	No
WDR55		5q31.3	AMP	14	2173	0.6%	No
ADPRHL2		1p34.3	AMP	14	2173	0.6%	No
SLC41A3		3q21.2-q21.3	AMP	14	2173	0.6%	No
PARP16		15q22.31	AMP	14	2173	0.6%	No
SLC38A4		12q13.11	AMP	14	2173	0.6%	No
ATG2B		14q32.2	AMP	14	2173	0.6%	No
BSDC1		1p35.1	AMP	14	2173	0.6%	No
TMEM39B		1p35.2	AMP	14	2173	0.6%	No
CRTAC1		10q24.2	AMP	14	2173	0.6%	No
PRPF38B		1p13.3	AMP	14	2173	0.6%	No
ELP3		8p21.1	HOMDEL	14	2173	0.6%	No
LRRC8D		1p22.2	AMP	14	2173	0.6%	No
PANK4		1p36.32	AMP	14	2173	0.6%	No
CCDC25		8p21.1	HOMDEL	14	2173	0.6%	No
ZNF654		3p11.1	AMP	14	2173	0.6%	No
LARP6		15q23	AMP	14	2173	0.6%	No
IMPACT		18q11.2	AMP	14	2173	0.6%	No
TMCO6		5q31.3	AMP	14	2173	0.6%	No
KCNQ1DN		11p15.4|11p15.5	AMP	14	2173	0.6%	No
GOLGA2P5		12q23.1	AMP	14	2173	0.6%	No
KRBOX4		Xp11.3	AMP	14	2173	0.6%	No
TRMU		22q13.31	AMP	14	2173	0.6%	No
IQCC		1p35.2	AMP	14	2173	0.6%	No
CDK5RAP2		9q33.2	AMP	14	2173	0.6%	No
MYO5C		15q21.2	AMP	14	2173	0.6%	No
TMEM234		1p35.2	AMP	14	2173	0.6%	No
PCDHGC5		5q31.3	AMP	14	2173	0.6%	No
PCDHGC4		5q31.3	AMP	14	2173	0.6%	No
PCDHGB7		5q31.3	AMP	14	2173	0.6%	No
PCDHGB6		5q31.3	AMP	14	2173	0.6%	No
PCDHGB3		5q31.3	AMP	14	2173	0.6%	No
PCDHGB2		5q31.3	AMP	14	2173	0.6%	No
PCDHGB1		5q31.3	AMP	14	2173	0.6%	No
PCDHGA11		5q31.3	AMP	14	2173	0.6%	No
PCDHGA10		5q31.3	AMP	14	2173	0.6%	No
PCDHGA9		5q31.3	AMP	14	2173	0.6%	No
PCDHGA7		5q31.3	AMP	14	2173	0.6%	No
PCDHGA6		5q31.3	AMP	14	2173	0.6%	No
PCDHGA5		5q31.3	AMP	14	2173	0.6%	No
PCDHGA4		5q31.3	AMP	14	2173	0.6%	No
PCDHGA3		5q31.3	AMP	14	2173	0.6%	No
PCDHGA2		5q31.3	AMP	14	2173	0.6%	No
PCDHGA1		5q31.3	AMP	14	2173	0.6%	No
PCDHGB8P		5q31.3	AMP	14	2173	0.6%	No
PCDHB15		5q31.3	AMP	14	2173	0.6%	No
PCDHB14		5q31.3	AMP	14	2173	0.6%	No
PCDHB13		5q31.3	AMP	14	2173	0.6%	No
PCDHB12		5q31.3	AMP	14	2173	0.6%	No
PCDHB11		5q31.3	AMP	14	2173	0.6%	No
PCDHB10		5q31.3	AMP	14	2173	0.6%	No
PCDHB9		5q31.3	AMP	14	2173	0.6%	No
PCDHB8		5q31.3	AMP	14	2173	0.6%	No
PCDHB7		5q31.3	AMP	14	2173	0.6%	No
PCDHB6		5q31.3	AMP	14	2173	0.6%	No
PCDHB4		5q31.3	AMP	14	2173	0.6%	No
DNAH7		2q32.3	AMP	14	2173	0.6%	No
KYAT3		1p22.2	AMP	14	2173	0.6%	No
CHST7		Xp11.3	AMP	14	2173	0.6%	No
VTRNA1-3		5q31.3	AMP	14	2173	0.6%	No
VTRNA1-2		5q31.3	AMP	14	2173	0.6%	No
VTRNA1-1		5q31.3	AMP	14	2173	0.6%	No
AKIP1		11p15.4	AMP	14	2173	0.6%	No
C11ORF16		11p15.4	AMP	14	2173	0.6%	No
TMEM9B		11p15.4	AMP	14	2173	0.6%	No
NRIP3		11p15.4	AMP	14	2173	0.6%	No
ASCL3		11p15.4	AMP	14	2173	0.6%	No
AGPAT4		6q26	AMP	14	2173	0.6%	No
TMEM167B		1p13.3	AMP	14	2173	0.6%	No
C14ORF132		14q32.2	AMP	14	2173	0.6%	No
TULP4		6q25.3	AMP	14	2173	0.6%	No
CHRNA10		11p15.4	AMP	14	2173	0.6%	No
REXO4		9q34.2	AMP	14	2173	0.6%	No
CD177		19q13.31	AMP	14	2173	0.6%	No
SMIM8		6q15	AMP	14	2173	0.6%	No
ASPHD2		22q12.1	AMP	14	2173	0.6%	No
SLC39A10		2q32.3	AMP	14	2173	0.6%	No
PCDHB16		5q31.3	AMP	14	2173	0.6%	No
SCUBE2		11p15.4	AMP	14	2173	0.6%	No
RRAGD		6q15	AMP	14	2173	0.6%	No
HRH4		18q11.2	AMP	14	2173	0.6%	No
EDA2R		Xq12	AMP	14	2173	0.6%	No
CLSPN		1p34.3	AMP	14	2173	0.6%	No
ZSCAN31		6p22.1|6p22.3-p22.1	AMP	14	2173	0.6%	No
AZI2		3p24.1	AMP	14	2173	0.6%	No
ACTR6		12q23.1	AMP	14	2173	0.6%	No
EBF2		8p21.2	HOMDEL	14	2173	0.6%	No
MRPL40		22q11.21	AMP	14	2173	0.6%	No
MARCKSL1		1p35.1	AMP	14	2173	0.6%	No
RASL11B		4q12	AMP	14	2173	0.6%	No
SLC25A23		19p13.3	AMP	14	2173	0.6%	No
CCDC28B		1p35.2	AMP	14	2173	0.6%	No
EPS8L3		1p13.3	AMP	14	2173	0.6%	No
CERS4		19p13.2	AMP	14	2173	0.6%	No
ZNF385D		3p24.3	AMP	14	2173	0.6%	No
KIAA0319L		1p34.3	AMP	14	2173	0.6%	No
SCD5		4q21.22	AMP	14	2173	0.6%	No
LRRC27		10q26.3	AMP	14	2173	0.6%	No
ZKSCAN3		6p22.1	AMP	14	2173	0.6%	No
RNF39		6p22.1	AMP	14	2173	0.6%	No
THUMPD2		2p22.1|2p22-p21	AMP	14	2173	0.6%	No
OR4P4		11q11	HOMDEL	14	2173	0.6%	No
SGPP1		14q23.2	AMP	14	2173	0.6%	No
STMN4		8p21.2	HOMDEL	14	2173	0.6%	No
YIPF5		5q31.3	AMP	14	2173	0.6%	No
CAB39L		13q14.2	HOMDEL	14	2173	0.6%	No
TSSK3		1p35.1	AMP	14	2173	0.6%	No
OR5V1		6p22.1	AMP	14	2173	0.6%	No
ADAMTS10		19p13.2	AMP	14	2173	0.6%	No
KATNAL2		18q21.1	AMP	14	2173	0.6%	No
TEX101		19q13.31	AMP	14	2173	0.6%	No
SLC25A2		5q31.3	AMP	14	2173	0.6%	No
PCDHB19P		5q31.3	AMP	14	2173	0.6%	No
HDHD2		18q21.1	AMP	14	2173	0.6%	No
ARL6		3q11.2	AMP	14	2173	0.6%	No
PRAM1		19p13.2	AMP	14	2173	0.6%	No
ZNF414		19p13.2	AMP	14	2173	0.6%	No
FBN3		19p13.2	AMP	14	2173	0.6%	No
PGBD1		6p22.1	AMP	14	2173	0.6%	No
SLC9A7		Xp11.3|Xp11.3	AMP	14	2173	0.6%	No
CREB3L3		19p13.3	AMP	14	2173	0.6%	No
PSRC1		1p13.3	AMP	14	2173	0.6%	No
FAM167B		1p35.2	AMP	14	2173	0.6%	No
ZDHHC12		9q34.11	AMP	14	2173	0.6%	No
SHANK3		22q13.33	AMP	14	2173	0.6%	No
CCNB3		Xp11.22	AMP	14	2173	0.6%	Yes
KNDC1		10q26.3	AMP	14	2173	0.6%	No
PNPT1		2p16.1	AMP	14	2173	0.6%	No
HPS4		22q12.1	AMP	14	2173	0.6%	No
FCHSD1		5q31.3	AMP	14	2173	0.6%	No
EXOC3L2		19q13.32	AMP	14	2173	0.6%	No
SPOCD1		1p35.2	AMP	14	2173	0.6%	No
LMF2		22q13.33	AMP	14	2173	0.6%	No
PCED1B		12q13.11	AMP	14	2173	0.6%	No
CHURC1		14q23.3	AMP	14	2173	0.6%	No
WDR20		14q32.31	AMP	14	2173	0.6%	No
TTC5		14q11.2	AMP	14	2173	0.6%	No
CAPN13		2p23.1	AMP	14	2173	0.6%	No
TMEM132C		12q24.32-q24.33	AMP	14	2173	0.6%	No
CRB3		19p13.3	AMP	14	2173	0.6%	No
MRRF		9q33.2	AMP	14	2173	0.6%	No
RBM18		9q33.2	AMP	14	2173	0.6%	No
CGB5		19q13.33	AMP	14	2173	0.6%	No
CGB7		19q13.33	AMP	14	2173	0.6%	No
CGB8		19q13.33	AMP	14	2173	0.6%	No
EGLN2		19q13.2	AMP	14	2173	0.6%	No
SNX18		5q11.2	AMP	14	2173	0.6%	No
WDR89		14q23.2	AMP	14	2173	0.6%	No
CDCA5		11q13.1	AMP	14	2173	0.6%	No
KIF12		9q32	AMP	14	2173	0.6%	No
KLHDC7B		22q13.33	AMP	14	2173	0.6%	No
HENMT1		1p13.3	AMP	14	2173	0.6%	No
SLC35A4		5q31.3	AMP	14	2173	0.6%	No
TXNRD3		3q21.3	AMP	14	2173	0.6%	No
CGB1		19q13.33	AMP	14	2173	0.6%	No
CGB2		19q13.33	AMP	14	2173	0.6%	No
MBD6		12q13.3	AMP	14	2173	0.6%	Yes
OSBPL1A		18q11.2	AMP	14	2173	0.6%	No
OSBPL5		11p15.4	AMP	14	2173	0.6%	No
LRRC58		3q13.33	AMP	14	2173	0.6%	No
BATF2		11q13.1	AMP	14	2173	0.6%	No
DIRC1		2q32.2	AMP	14	2173	0.6%	No
MAS1L		6p22.1	AMP	14	2173	0.6%	No
MRGPRE		11p15.4	AMP	14	2173	0.6%	No
ART5		11p15.4	AMP	14	2173	0.6%	No
TMC1		9q21.13	AMP	14	2173	0.6%	No
PRAP1		10q26.3	AMP	14	2173	0.6%	No
ZNF511		10q26.3	AMP	14	2173	0.6%	No
CPXM2		10q26.13	AMP	14	2173	0.6%	No
OR4X2		11p11.2	AMP	14	2173	0.6%	No
OR4B1		11p11.2	AMP	14	2173	0.6%	No
OR52K2		11p15.4	AMP	14	2173	0.6%	No
OR2D3		11p15.4	AMP	14	2173	0.6%	No
OR2D2		11p15.4	AMP	14	2173	0.6%	No
DEPDC4		12q23.1	AMP	14	2173	0.6%	No
OR2AP1		12q13.2	AMP	14	2173	0.6%	No
KRT74		12q13.13	AMP	14	2173	0.6%	No
AK7		14q32.2	AMP	14	2173	0.6%	No
LEO1		15q21.2	AMP	14	2173	0.6%	No
C1ORF194		1p13.3	AMP	14	2173	0.6%	No
A3GALT2		1p35.1	AMP	14	2173	0.6%	No
C1ORF216		1p34.3	AMP	14	2173	0.6%	No
C22ORF39		22q11.21	AMP	14	2173	0.6%	No
TRABD2A		2p11.2	AMP	14	2173	0.6%	No
PLEKHH2		2p21	AMP	14	2173	0.6%	No
TMEM178A		2p22.1	AMP	14	2173	0.6%	No
GPR151		5q32	AMP	14	2173	0.6%	No
OR1N2		9q33.2	AMP	14	2173	0.6%	No
OR1N1		9q33.2	AMP	14	2173	0.6%	No
DCAF12L1		Xq25	AMP	14	2173	0.6%	No
MAGEB10		Xp21.3	AMP	14	2173	0.6%	No
DCAF8L1		Xp21.3	AMP	14	2173	0.6%	No
PAGE3		Xp11.21	AMP	14	2173	0.6%	No
SMCR5		-	AMP	14	2173	0.6%	No
KRT72		12q13.13	AMP	14	2173	0.6%	No
OR10A5		11p15.4	AMP	14	2173	0.6%	No
CPNE8		12q12	AMP	14	2173	0.6%	No
SOCS2-AS1		12q22	AMP	14	2173	0.6%	No
ANKRD29		18q11.2	AMP	14	2173	0.6%	No
ZNF558		19p13.2	AMP	14	2173	0.6%	No
DCDC2B		1p35.2	AMP	14	2173	0.6%	No
ZNF362		1p35.1	AMP	14	2173	0.6%	No
CCT8L2		22q11.1	AMP	14	2173	0.6%	No
RMDN2		2p22.2	AMP	14	2173	0.6%	No
ROPN1B		3q21.2	AMP	14	2173	0.6%	No
CMC1		3p24.1	AMP	14	2173	0.6%	No
IGSF11		3q13.32	AMP	14	2173	0.6%	No
ZNF827		4q31.21-q31.22	AMP	14	2173	0.6%	No
NIPAL1		4p12	AMP	14	2173	0.6%	No
RASGEF1B		4q21.21	AMP	14	2173	0.6%	No
SLC25A48		5q31.1	AMP	14	2173	0.6%	No
ESCO2		8p21.1	HOMDEL	14	2173	0.6%	Yes
C8ORF48		8p22	HOMDEL	14	2173	0.6%	No
PRUNE2		9q21.2	HOMDEL	14	2173	0.6%	No
ZXDB		Xp11.21	AMP	14	2173	0.6%	No
ARHGAP36		Xq26.1	AMP	14	2173	0.6%	No
MAGEB6		Xp21.3	AMP	14	2173	0.6%	No
USP51		Xp11.21	AMP	14	2173	0.6%	No
TBC1D21		15q24.1	AMP	14	2173	0.6%	No
FNDC7		1p13.3	AMP	14	2173	0.6%	No
GPR156		3q13.33	AMP	14	2173	0.6%	No
KBTBD12		3q21.3	AMP	14	2173	0.6%	No
CDC20B		5q11.2	AMP	14	2173	0.6%	No
SPIN3		Xp11.21	AMP	14	2173	0.6%	No
TCEANC		Xp22.2	AMP	14	2173	0.6%	No
C10ORF91		10q26.3	AMP	14	2173	0.6%	No
PWWP2B		10q26.3	AMP	14	2173	0.6%	No
ANKRD24		19p13.3	AMP	14	2173	0.6%	No
FAM9B		Xp22.31	AMP	14	2173	0.6%	No
AGO3		1p34.3	AMP	14	2173	0.6%	No
AGO4		1p34.3	AMP	14	2173	0.6%	No
FAM71C		12q23.1	AMP	14	2173	0.6%	No
RMST		12q23.1|12q21	AMP	14	2173	0.6%	No
TXLNA		1p35.2	AMP	14	2173	0.6%	No
RNF215		22q12.2	AMP	14	2173	0.6%	No
SLC10A4		4p11	AMP	14	2173	0.6%	No
CT83		Xq23	AMP	14	2173	0.6%	No
NRK		Xq22.3	AMP	14	2173	0.6%	No
OR4S2		11q11	HOMDEL	14	2173	0.6%	No
OR4C6		11q11	HOMDEL	14	2173	0.6%	No
CES5A		16q12.2	AMP	14	2173	0.6%	No
ZSCAN23		6p22.1	AMP	14	2173	0.6%	No
NKAPL		6p22.1	AMP	14	2173	0.6%	No
TOB2P1		6p22.1	AMP	14	2173	0.6%	No
C21ORF91-OT1		21q21.1	HOMDEL	14	2173	0.6%	No
MORN5		9q33.2	AMP	14	2173	0.6%	No
OR1L4		9q33.2	AMP	14	2173	0.6%	No
NUP210P1		3q21.3	AMP	14	2173	0.6%	No
OR4C3		11p11.2	AMP	14	2173	0.6%	No
OR4S1		11p11.2	AMP	14	2173	0.6%	No
KANK3		19p13.2	AMP	14	2173	0.6%	No
GPX6		6p22.1	AMP	14	2173	0.6%	No
ZNF311		6p22.1	AMP	14	2173	0.6%	No
FUOM		10q26.3	AMP	14	2173	0.6%	No
JAKMIP3		10q26.3	AMP	14	2173	0.6%	No
STK32C		10q26.3	AMP	14	2173	0.6%	No
KRT8P41		11p15.4	AMP	14	2173	0.6%	No
MAJIN		11q13.1	AMP	14	2173	0.6%	No
OR10A4		11p15.4	AMP	14	2173	0.6%	No
MRGPRG-AS1		11p15.4	AMP	14	2173	0.6%	No
ACTL9		19p13.2	AMP	14	2173	0.6%	No
OR2Z1		19p13.2	AMP	14	2173	0.6%	No
FAM102B		1p13.3	AMP	14	2173	0.6%	No
ZNF326		1p22.2	AMP	14	2173	0.6%	No
RPL23AP82		22q13.33	AMP	14	2173	0.6%	No
EPHA6		3q11.2	AMP	14	2173	0.6%	No
C3ORF38		3p11.1	AMP	14	2173	0.6%	No
GPRIN3		4q22.1	AMP	14	2173	0.6%	No
RELL2		5q31.3	AMP	14	2173	0.6%	No
PRR18		6q27	AMP	14	2173	0.6%	No
MICU3		8p22	HOMDEL	14	2173	0.6%	No
LINC02209		8p12	HOMDEL	14	2173	0.6%	No
KRT73		12q13.13	AMP	14	2173	0.6%	No
ZAR1		4p11	AMP	14	2173	0.6%	No
NLRP14		11p15.4	AMP	14	2173	0.6%	No
KCNQ1-AS1		11p15.4	AMP	14	2173	0.6%	No
RNASE10		14q11.2	AMP	14	2173	0.6%	No
CPLX4		18q21.32	AMP	14	2173	0.6%	No
MTMR9LP		1p35.2	AMP	14	2173	0.6%	No
TFAP2E		1p34.3	AMP	14	2173	0.6%	No
GADL1		3p24.1-p23	AMP	14	2173	0.6%	No
LRRC66		4q12	AMP	14	2173	0.6%	No
VSIG1		Xq22.3	AMP	14	2173	0.6%	No
RTL4		Xq23	AMP	14	2173	0.6%	No
LHFPL1		Xq23	AMP	14	2173	0.6%	No
OR10A2		11p15.4	AMP	14	2173	0.6%	No
MYBPHL		1p13.3	AMP	14	2173	0.6%	No
CDKL4		2p22.1	AMP	14	2173	0.6%	No
AOX2P		2q33.1	AMP	14	2173	0.6%	No
MCIDAS		5q11.2	AMP	14	2173	0.6%	No
OR1J1		9q33.2	AMP	14	2173	0.6%	No
IGFBPL1		9p13.1	AMP	14	2173	0.6%	No
DCAF8L2		Xp21.3	AMP	14	2173	0.6%	No
OR13H1		Xq26.2	AMP	14	2173	0.6%	No
MAGEB5		Xp21.3	AMP	14	2173	0.6%	No
AMIGO2		12q13.11	AMP	14	2173	0.6%	No
LINC00442		13q12.11	AMP	14	2173	0.6%	No
TLR8-AS1		Xp22.2	AMP	14	2173	0.6%	No
RFLNB		17p13.3	HOMDEL	14	2173	0.6%	No
DND1		5q31.3	AMP	14	2173	0.6%	No
TEX45		19p13.2	AMP	14	2173	0.6%	No
RAB15		14q23.3	AMP	14	2173	0.6%	No
CHKB-CPT1B		22q13.33	AMP	14	2173	0.6%	No
MRGPRG		11p15.4	AMP	14	2173	0.6%	No
ZKSCAN4		6p22.1	AMP	14	2173	0.6%	No
TPTEP1		22q11.1	AMP	14	2173	0.6%	No
SERPINA13P		14q32.13	AMP	14	2173	0.6%	No
RNASE9		14q11.2	AMP	14	2173	0.6%	No
GOLGA8EP		15q11.2	AMP	14	2173	0.6%	No
ANKRD20A11P		21q11.2	HOMDEL	14	2173	0.6%	No
OR1L6		9q33.2	AMP	14	2173	0.6%	No
OR5C1		9q33.2	AMP	14	2173	0.6%	No
OR1K1		9q33.2	AMP	14	2173	0.6%	No
CXXC1P1		Xp11.23	AMP	14	2173	0.6%	No
HERC2P2		15q11.2	AMP	14	2173	0.6%	No
C17ORF97		17p13.3	HOMDEL	14	2173	0.6%	No
C2ORF91		2p21	AMP	14	2173	0.6%	No
SRRD		22q12.1	AMP	14	2173	0.6%	No
HCG14		6p22.1	AMP	14	2173	0.6%	No
LINC00593		15q23	AMP	14	2173	0.6%	No
VCX3B		Xp22.31	AMP	14	2173	0.6%	No
TMEM41B		11p15.4	AMP	14	2173	0.6%	No
HIST2H2BF		1q21.2	HOMDEL	14	2173	0.6%	No
ODF3B		22q13.33	AMP	14	2173	0.6%	No
CAPN14		2p23.1	AMP	14	2173	0.6%	No
LINC00971		3p12.1	AMP	14	2173	0.6%	No
OR2B3		6p22.1	AMP	14	2173	0.6%	No
OR2J3		6p22.1	AMP	14	2173	0.6%	No
OR10C1		6p22.1	AMP	14	2173	0.6%	No
SPIN2B		Xp11.21	AMP	14	2173	0.6%	No
GEMIN8P4		1p22.2	AMP	14	2173	0.6%	No
GPX8		5q11.2	AMP	14	2173	0.6%	No
TMEM9B-AS1		11p15.4	AMP	14	2173	0.6%	No
RBMXL1		1p22.2	AMP	14	2173	0.6%	No
MBOAT4		8p12	HOMDEL	14	2173	0.6%	No
SYCE3		22q13.33	AMP	14	2173	0.6%	No
TXNRD3NB		3q21.3	AMP	14	2173	0.6%	No
GUSBP3		5q13.2	HOMDEL	14	2173	0.6%	No
LGALS9C		17p11.2	HOMDEL	14	2173	0.6%	No
SCARNA2		1p13.3	AMP	14	2173	0.6%	No
SNORA23		11p15.4	AMP	14	2173	0.6%	No
SNORA54		11p15.4	AMP	14	2173	0.6%	No
SNORD32B		6p22.1	AMP	14	2173	0.6%	No
ZBTB8B		1p35.1	AMP	14	2173	0.6%	No
SPACA5B		Xp11.23	HOMDEL	14	2173	0.6%	No
MORN2		2p22.1	AMP	14	2173	0.6%	No
SNORD126		14q11.2	AMP	14	2173	0.6%	No
SNORA70C		9q33.1	AMP	14	2173	0.6%	No
FAM229A		1p35.1	AMP	14	2173	0.6%	No
RBPMS-AS1		8p12	HOMDEL	14	2173	0.6%	No
LINC01160		1p13.2	AMP	14	2173	0.6%	No
TMEM262		11q13.1	AMP	14	2173	0.6%	No
UXT-AS1		Xp11.23	AMP	14	2173	0.6%	No
CHKB-DT		22q13.33	AMP	14	2173	0.6%	No
ARHGEF33		2p22.1	AMP	14	2173	0.6%	No
LOXL1-AS1		15q24.1	AMP	14	2173	0.6%	No
OCLN		5q13.2	HOMDEL	14	2173	0.6%	No
LINC01015		6p22.1	AMP	14	2173	0.6%	No
RAB11B-AS1		19p13.2	AMP	14	2173	0.6%	No
RAB4B-EGLN2		19q13.2	AMP	14	2173	0.6%	No
DPYD-AS2		1p21.3	AMP	14	2173	0.6%	No
PRKX-AS1		Xp22.33	AMP	14	2173	0.6%	No
ALDH1L1-AS1		3q21.3	AMP	14	2173	0.6%	No
RMDN2-AS1		2p22.2	AMP	14	2173	0.6%	No
MIR202HG		10q26.3	AMP	14	2173	0.6%	No
LINC00211		2p22.2	AMP	14	2173	0.6%	No
LINC01033		5q11.2	AMP	14	2173	0.6%	No
ACR		22q13.33	AMP	13	2173	0.6%	No
ADORA3		1p13.2	AMP	13	2173	0.6%	No
ADRA1A		8p21.2	AMP	13	2173	0.6%	No
AFG3L1P		16q24.3	AMP	13	2173	0.6%	No
AMELX		Xp22.2	AMP	13	2173	0.6%	No
ANXA5		4q27	AMP	13	2173	0.6%	No
AOX1		2q33.1	AMP	13	2173	0.6%	No
APEX1		14q11.2	AMP	13	2173	0.6%	No
ARSA		22q13.33	AMP	13	2173	0.6%	No
ARSF		Xp22.33	HOMDEL	13	2173	0.6%	No
ASS1		9q34.11	AMP	13	2173	0.6%	No
BAX		19q13.33	AMP	13	2173	0.6%	Yes
BNIP3L		8p21.2	AMP	13	2173	0.6%	No
ZFP36L2		2p21	AMP	13	2173	0.6%	No
CAPN6		Xq23	AMP	13	2173	0.6%	No
CASR		3q13.33-q21.1	AMP	13	2173	0.6%	No
CD86		3q13.33	AMP	13	2173	0.6%	No
TNFSF8		9q32-q33.1	AMP	13	2173	0.6%	No
CETN1		18p11.32	HOMDEL	13	2173	0.6%	No
CHM		Xq21.2	AMP	13	2173	0.6%	No
COL4A5		Xq22.3	AMP	13	2173	0.6%	No
CRYBA4		22q12.1	AMP	13	2173	0.6%	No
CRYBB1		22q12.1	AMP	13	2173	0.6%	No
CSTA		3q21.1	AMP	13	2173	0.6%	No
CTBP2		10q26.13	AMP	13	2173	0.6%	No
CYP2A13		19q13.2	AMP	13	2173	0.6%	No
CYP19A1		15q21.2	AMP	13	2173	0.6%	Yes
BRINP1		9q33.1	AMP	13	2173	0.6%	No
DCX		Xq23	AMP	13	2173	0.6%	No
DDIT3		12q13.3	AMP	13	2173	0.6%	Yes
DIO2		14q31.1	AMP	13	2173	0.6%	No
DYNC1H1		14q32.31	AMP	13	2173	0.6%	No
DNMT3A		2p23.3	AMP	13	2173	0.6%	Yes
DPEP1		16q24.3	AMP	13	2173	0.6%	No
DPYSL2		8p21.2	HOMDEL	13	2173	0.6%	No
TSC22D3		Xq22.3	AMP	13	2173	0.6%	No
DTNB		2p23.3	AMP	13	2173	0.6%	No
EEF1A1		6q13	AMP	13	2173	0.6%	No
EFNB1		Xq13.1	AMP	13	2173	0.6%	No
ELAVL1		19p13.2	AMP	13	2173	0.6%	No
DMTN		8p21.3	AMP	13	2173	0.6%	No
EPHA4		2q36.1	AMP	13	2173	0.6%	No
ERCC1		19q13.32	AMP	13	2173	0.6%	No
FANCA		16q24.3	AMP	13	2173	0.6%	Yes
FAT1		4q35.2	HOMDEL	13	2173	0.6%	Yes
FHIT		3p14.2	AMP	13	2173	0.6%	Yes
FNTB		14q23.3	AMP	13	2173	0.6%	No
FOSB		19q13.32	AMP	13	2173	0.6%	No
FTH1P3		2p23.3	AMP	13	2173	0.6%	No
FTL		19q13.33	AMP	13	2173	0.6%	No
GABRR1		6q15	AMP	13	2173	0.6%	No
GAS8		16q24.3	AMP	13	2173	0.6%	No
GBP1		1p22.2	AMP	13	2173	0.6%	No
GBP2		1p22.2	AMP	13	2173	0.6%	No
GCKR		2p23.3	AMP	13	2173	0.6%	No
CBLIF		11q12.1	AMP	13	2173	0.6%	No
GLI1		12q13.3	AMP	13	2173	0.6%	Yes
GLRB		4q32.1	AMP	13	2173	0.6%	No
GNRHR		4q13.2	AMP	13	2173	0.6%	No
GOLGB1		3q13.33	AMP	13	2173	0.6%	No
RAPGEF1		9q34.13	AMP	13	2173	0.6%	No
GRIA4		11q22.3	AMP	13	2173	0.6%	No
GRID2		4q22.1-q22.2	AMP	13	2173	0.6%	No
GSTM1		1p13.3	AMP	13	2173	0.6%	No
GSTM2		1p13.3	AMP	13	2173	0.6%	No
GTF3C2		2p23.3	AMP	13	2173	0.6%	No
GYPA		4q31.21	AMP	13	2173	0.6%	No
GYS1		19q13.33	AMP	13	2173	0.6%	No
HABP2		10q25.3	AMP	13	2173	0.6%	No
HCCS		Xp22.2	AMP	13	2173	0.6%	No
HCLS1		3q13.33	AMP	13	2173	0.6%	No
FOXA3		19q13.32	AMP	13	2173	0.6%	No
HSP90AA1		14q32.31	AMP	13	2173	0.6%	Yes
HTR1F		3p11.2-p11.1	AMP	13	2173	0.6%	No
HTR2C		Xq23	AMP	13	2173	0.6%	No
INHBC		12q13.3	AMP	13	2173	0.6%	No
ISLR		15q24.1	AMP	13	2173	0.6%	No
KCNA2		1p13.3	AMP	13	2173	0.6%	No
KPNA1		3q21.1	AMP	13	2173	0.6%	No
LOXL2		8p21.3	AMP	13	2173	0.6%	No
MARS		12q13.3	AMP	13	2173	0.6%	No
MAX		14q23.3	AMP	13	2173	0.6%	Yes
MC1R		16q24.3	AMP	13	2173	0.6%	No
MCM2		3q21.3	AMP	13	2173	0.6%	No
ATXN3		14q32.12	AMP	13	2173	0.6%	No
MPV17		2p23.3	AMP	13	2173	0.6%	No
MT1B		16q13	AMP	13	2173	0.6%	No
MT1F		16q13	AMP	13	2173	0.6%	No
MTIF2		2p16.1	AMP	13	2173	0.6%	No
NAP1L3		Xq21.32	AMP	13	2173	0.6%	No
CEACAM6		19q13.2	AMP	13	2173	0.6%	No
NDUFA7		19p13.2	AMP	13	2173	0.6%	No
NEFL		8p21.2	AMP	13	2173	0.6%	No
NKX3-1		8p21.2	AMP	13	2173	0.6%	Yes
NOVA2		19q13.32	AMP	13	2173	0.6%	No
PNP		14q11.2	AMP	13	2173	0.6%	No
NUP98		11p15.4	AMP	13	2173	0.6%	Yes
PAK3		Xq23	AMP	13	2173	0.6%	Yes
SERPINA5		14q32.13	AMP	13	2173	0.6%	No
